trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
189,False,"{'a': 1, 'e': 0.14964140560361563}",30,0,18.408416810617844,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
190,False,"{'a': 1, 'e': 0.14814499154757946}",20,13,-28.918347818937036,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 1, 'e': 0.14666354163210368}",25,12,21.25407167373754,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 1, 'e': 0.14519690621578263}",25,16,15.84929204389708,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 1, 'e': 0.1437449371536248}",30,0,-20.64360021982534,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
194,False,"{'a': 1, 'e': 0.14230748778208857}",30,24,14.041017894334267,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 1, 'e': 0.14088441290426768}",20,0,28.600286967211726,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 1, 'e': 0.139475568775225}",30,19,11.449341615122798,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 1, 'e': 0.13808081308747275}",25,15,-53.18581917785103,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 1}",1
198,False,"{'a': 1, 'e': 0.136700004956598}",25,10,-36.0546162173546,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
199,False,"{'a': 1, 'e': 0.13533300490703204}",25,17,15.044894656950651,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 1, 'e': 0.13397967485796172}",30,8,5.750843168285764,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
201,False,"{'a': 1, 'e': 0.1326398781093821}",20,16,6.140234275341328,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 1, 'e': 0.13131347932828827}",25,12,0.6788604797032503,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
203,False,"{'a': 1, 'e': 0.1300003445350054}",20,2,14.024874753528481,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 1, 'e': 0.12870034108965533}",20,15,8.938299943929657,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 1, 'e': 0.1274133376787588}",20,0,11.031661154875,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
206,False,"{'a': 1, 'e': 0.12613920430197118}",25,14,8.91531731439049,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 1, 'e': 0.12487781225895148}",30,21,18.139254726197787,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 1, 'e': 0.12362903413636196}",25,0,-80.35024782928117,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
209,False,"{'a': 1, 'e': 0.12239274379499834}",20,0,-33.89313402630817,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
210,False,"{'a': 1, 'e': 0.12116881635704835}",25,11,-50.0400842706165,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
211,False,"{'a': 1, 'e': 0.11995712819347787}",20,0,0.15429672322013666,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
212,False,"{'a': 1, 'e': 0.11875755691154309}",20,14,5.09481730057357,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 1, 'e': 0.11756998134242766}",25,8,15.111332438635632,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 1, 'e': 0.11639428152900338}",30,12,-10.876561201166846,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 1, 'e': 0.11523033871371334}",20,0,20.356150396561954,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 1, 'e': 0.1140780353265762}",25,3,-17.148962260155447,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 1, 'e': 0.11293725497331045}",20,0,21.657434936328915,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 1, 'e': 0.11180788242357734}",25,18,2.0380514168188553,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 1, 'e': 0.11068980359934157}",35,27,12.315766062119442,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 1, 'e': 0.10958290556334815}",20,6,1.5361206636821783,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
221,False,"{'a': 1, 'e': 0.10848707650771466}",30,12,18.626610015153275,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 1, 'e': 0.10740220574263752}",20,0,24.359838369914034,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 1, 'e': 0.10632818368521114}",20,0,25.667876510158294,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 1, 'e': 0.10526490184835903}",25,16,14.158202728880578,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 1, 'e': 0.10421225282987544}",25,7,19.015859171301148,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 1, 'e': 0.10317013030157669}",20,6,11.887057926874641,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 1, 'e': 0.10213842899856092}",20,5,11.234536704238096,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 1, 'e': 0.10111704470857531}",25,15,16.831394805561942,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 1, 'e': 0.10010587426148955}",20,13,14.302581070132906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 1, 'e': 0.09910481551887466}",25,0,17.304015949382066,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
231,False,"{'a': 1, 'e': 0.0981137673636859}",25,9,19.741251485107416,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 1, 'e': 0.09713262969004904}",25,12,13.099588286486762,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 1, 'e': 0.09616130339314856}",25,13,-23.089626617615387,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
234,False,"{'a': 1, 'e': 0.09519969035921708}",25,6,27.424112128533057,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 1, 'e': 0.0942476934556249}",20,14,-10.649382308286762,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
236,False,"{'a': 1, 'e': 0.09330521652106866}",30,12,-22.435383651769882,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
237,False,"{'a': 1, 'e': 0.09237216435585796}",20,8,16.841321079471992,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 1, 'e': 0.09144844271229938}",20,9,8.404652136781248,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 1, 'e': 0.0905339582851764}",30,20,15.505971952288727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 1, 'e': 0.08962861870232462}",30,8,12.217907051089904,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
241,False,"{'a': 1, 'e': 0.08873233251530138}",25,0,20.208586930092544,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
242,False,"{'a': 1, 'e': 0.08784500919014836}",25,2,24.442607889237472,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 1, 'e': 0.08696655909824688}",30,2,27.93313300947626,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 1, 'e': 0.0860968935072644}",35,12,17.631273962875678,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 1, 'e': 0.08523592457219176}",25,0,-14.593760930683587,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
246,False,"{'a': 1, 'e': 0.08438356532646984}",20,0,-2.7486260538363414,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
247,False,"{'a': 1, 'e': 0.08353972967320515}",20,7,20.734429758330435,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 1, 'e': 0.0827043323764731}",30,18,5.406773931543153,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 1, 'e': 0.08187728905270836}",25,13,21.760898430329593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 1, 'e': 0.08105851616218128}",35,13,24.776114732756902,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 1, 'e': 0.08024793100055946}",35,24,-23.508498730111608,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 1, 'e': 0.07944545169055386}",25,13,-16.29096859262448,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
253,False,"{'a': 1, 'e': 0.07865099717364833}",25,0,-50.87364908452057,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
254,False,"{'a': 1, 'e': 0.07786448720191184}",25,0,-4.104801709650771,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
255,False,"{'a': 1, 'e': 0.07708584232989273}",20,10,21.030690032635714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 1, 'e': 0.0763149839065938}",25,5,-64.36996543739332,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",1
257,False,"{'a': 1, 'e': 0.07555183406752786}",30,12,21.533150054683887,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 1, 'e': 0.07479631572685258}",25,15,15.739249115024974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 1, 'e': 0.07404835256958406}",25,0,-10.205014191178421,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
260,False,"{'a': 1, 'e': 0.07330786904388821}",20,5,13.724647887501119,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 1, 'e': 0.07257479035344933}",25,5,-33.290406405921495,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
262,False,"{'a': 1, 'e': 0.07184904244991483}",20,16,6.823381836507059,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 1, 'e': 0.07113055202541568}",25,17,12.711341045895233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 1, 'e': 0.07041924650516153}",30,13,30.241280404986195,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 1, 'e': 0.06971505404010991}",25,9,25.958514407385245,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 1, 'e': 0.06901790349970881}",30,14,-23.462512380773337,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
267,False,"{'a': 1, 'e': 0.06832772446471172}",20,4,25.929605102208253,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 1, 'e': 0.0676444472200646}",20,4,-48.90702045260245,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
269,False,"{'a': 1, 'e': 0.06696800274786396}",20,10,17.810836454064443,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 1, 'e': 0.06629832272038531}",25,16,21.456575094057886,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 1, 'e': 0.06563533949318147}",30,15,29.807901363942825,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 1, 'e': 0.06497898609824965}",20,0,27.336527646946532,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 1, 'e': 0.06432919623726716}",20,14,-0.7282898000531683,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 1, 'e': 0.06368590427489448}",20,6,22.498656186773687,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 1, 'e': 0.06304904523214554}",25,17,15.62958850150947,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 1, 'e': 0.06241855477982408}",30,10,36.63627140848308,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 1, 'e': 0.06179436923202584}",20,8,10.02292759519016,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 1, 'e': 0.06117642553970558}",25,14,20.749328182563485,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 1, 'e': 0.06056466128430853}",25,18,11.792517701696848,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 1, 'e': 0.05995901467146544}",25,19,12.136919647850142,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 1, 'e': 0.059359424524750785}",25,2,39.42126178553749,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 1, 'e': 0.05876583027950327}",25,0,-10.981995920486694,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
283,False,"{'a': 1, 'e': 0.05817817197670824}",20,5,24.072431917100158,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 1, 'e': 0.05759639025694116}",25,7,28.099702953767494,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 1, 'e': 0.057020426354371746}",25,11,28.069507641667315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 1, 'e': 0.05645022209082803}",20,16,8.659877899378571,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 1, 'e': 0.05588571986991975}",25,18,-27.627045400972804,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
288,False,"{'a': 1, 'e': 0.05532686267122055}",20,8,17.726662964905373,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 1, 'e': 0.05477359404450834}",25,8,28.684723123566364,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 1, 'e': 0.05422585810406326}",20,12,14.238484913430568,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 1, 'e': 0.05368359952302263}",25,12,15.516419020707866,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 1, 'e': 0.0531467635277924}",20,0,25.151000989932392,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 1, 'e': 0.05261529589251448}",25,17,13.979484440272284,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 1, 'e': 0.05208914293358933}",20,11,15.241073827105458,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 1, 'e': 0.05156825150425344}",20,0,31.37183414248908,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
296,False,"{'a': 1, 'e': 0.0510525689892109}",25,0,27.965192680338554,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 1, 'e': 0.050542043299318794}",20,16,8.390510420973024,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 1, 'e': 0.050036622866325604}",35,23,22.046945388333274,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 1, 'e': 0.04953625663766235}",25,6,10.978757966687175,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 1, 'e': 0.04904089407128572}",20,13,12.722336416932425,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 1, 'e': 0.04855048513057287}",30,11,21.931168602869302,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 1, 'e': 0.04806498027926714}",25,13,24.82434600975624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 1, 'e': 0.047584330476474465}",20,13,5.133951409769315,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 1, 'e': 0.04710848717170972}",20,1,26.908327475995343,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 1, 'e': 0.04663740229999262}",20,4,19.929755313323316,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 1, 'e': 0.046171028276992696}",35,23,24.53843234831718,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 1, 'e': 0.045709317994222766}",20,16,7.777202907902248,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 1, 'e': 0.04525222481428054}",20,0,21.78081549875792,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 1, 'e': 0.04479970256613774}",30,16,25.79757449480174,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 1, 'e': 0.044351705540476356}",20,9,17.68461864490275,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 1, 'e': 0.043908188485071595}",25,0,40.671155525187594,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 1, 'e': 0.04346910660022087}",20,14,8.940459288360326,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 1, 'e': 0.04303441553421867}",20,0,34.23680268200619,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 1, 'e': 0.04260407137887648}",25,7,26.0791466670635,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 1, 'e': 0.04217803066508771}",20,0,29.279838714784912,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
316,False,"{'a': 1, 'e': 0.04175625035843684}",25,0,27.268390421830563,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
317,False,"{'a': 1, 'e': 0.041338687854852466}",20,10,16.33376175997688,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 1, 'e': 0.040925300976303945}",25,18,9.53661982678176,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 1, 'e': 0.0405160479665409}",25,16,15.619085062854774,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 1, 'e': 0.040110887486875496}",25,11,5.62348971841511,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 1, 'e': 0.03970977861200674}",20,16,9.407777896849696,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 1, 'e': 0.039312680825886674}",25,13,0.6776405809969388,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 1, 'e': 0.038919554017627804}",25,12,16.658657273021838,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 1, 'e': 0.03853035847745152}",20,0,28.422866420067017,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
325,False,"{'a': 1, 'e': 0.03814505489267701}",25,16,-6.914990231161832,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
326,False,"{'a': 1, 'e': 0.03776360434375024}",35,11,36.43882856583411,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 1, 'e': 0.03738596830031274}",20,2,27.65861082848025,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 1, 'e': 0.03701210861730961}",20,9,15.363581411635348,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 1, 'e': 0.03664198753113651}",25,17,16.42555341041952,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 1, 'e': 0.036275567655825146}",25,1,38.81407544311007,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 1, 'e': 0.03591281197926689}",20,5,25.92528215320613,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 1, 'e': 0.035553683859474224}",20,9,-5.957758798291285,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
333,False,"{'a': 1, 'e': 0.035198147020879485}",25,11,30.17446648630238,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 1, 'e': 0.03484616555067069}",20,9,20.553093534326237,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 1, 'e': 0.03449770389516398}",20,16,9.383033399698252,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 1, 'e': 0.03415272685621234}",20,6,19.342010091252316,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 1, 'e': 0.03381119958765022}",20,10,9.495415457455282,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 1, 'e': 0.03347308759177372}",25,17,13.557063257207922,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 1, 'e': 0.03313835671585598}",20,9,17.86073924744738,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 1, 'e': 0.03280697314869742}",20,8,17.974383014144482,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 1, 'e': 0.03247890341721044}",25,15,17.906622073139946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 1, 'e': 0.03215411438303834}",20,0,14.87782022494361,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
343,False,"{'a': 1, 'e': 0.031832573239207955}",20,16,6.4410857730710465,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 1, 'e': 0.031514247506815876}",30,13,29.701433494557257,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 1, 'e': 0.031199105031747717}",30,22,-30.702511545509925,"{0: 6, 1: 0, 2: 0, 3: 2, 4: 0}",1
346,False,"{'a': 1, 'e': 0.03088711398143024}",30,14,24.39644136290984,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 1, 'e': 0.030578242841615935}",20,14,10.709886994355308,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 1, 'e': 0.030272460413199778}",20,15,9.130521551360799,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 1, 'e': 0.02996973580906778}",30,13,33.93589020387587,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 1, 'e': 0.029670038450977102}",20,1,28.152014244138943,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 1, 'e': 0.02937333806646733}",20,16,6.769675062458338,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 1, 'e': 0.029079604685802656}",20,8,13.119097718238,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 1, 'e': 0.02878880863894463}",25,6,31.505948952053693,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 1, 'e': 0.02850092055255518}",35,11,34.58992256508888,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 1, 'e': 0.02821591134702963}",20,0,25.184811412278265,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
356,False,"{'a': 1, 'e': 0.027933752233559334}",20,6,25.399894267122693,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 1, 'e': 0.027654414711223742}",25,17,13.167501939214722,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 1, 'e': 0.027377870564111503}",25,10,21.679195945612264,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 1, 'e': 0.02710409185847039}",20,15,9.63787074833745,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 1, 'e': 0.026833050939885684}",20,0,31.4841635355518,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 1, 'e': 0.026564720430486827}",25,14,21.146075797300394,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 1, 'e': 0.026299073226181958}",25,20,8.499904436217996,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 1, 'e': 0.026036082493920136}",25,19,12.617857465396934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 1, 'e': 0.025775721668980935}",30,6,21.383310021556248,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
365,False,"{'a': 1, 'e': 0.025517964452291125}",35,17,-7.5419315557569675,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
366,False,"{'a': 1, 'e': 0.025262784807768213}",25,4,-20.75303564238802,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
367,False,"{'a': 1, 'e': 0.025010156959690534}",25,18,14.43502817845438,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 1, 'e': 0.024760055390093627}",25,13,22.395656098928416,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 1, 'e': 0.02451245483619269}",20,14,13.638354000185664,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 1, 'e': 0.024267330287830763}",20,16,6.9442966641876644,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 1, 'e': 0.024024656984952455}",30,16,25.431795808451515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 1, 'e': 0.02378441041510293}",20,8,21.777605770418603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 1, 'e': 0.0235465663109519}",30,16,22.326535961449697,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 1, 'e': 0.02331110064784238}",20,10,19.369706571080425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 1, 'e': 0.02307798964136396}",20,10,-3.2375346350885925,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
376,False,"{'a': 1, 'e': 0.022847209744950317}",25,18,7.666974681293226,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 1, 'e': 0.022618737647500813}",30,19,21.084216073041077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 1, 'e': 0.022392550271025807}",25,7,34.43567646627192,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
